miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-let-7c	hg38:chr21:16539838-16539861:+	84	14.879745	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539859:+	1	0.177140	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539860:+	7	1.239979	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539841-16539860:+	1	0.177140	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539842-16539860:+	1	0.177140	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539881-16539902:+	1	0.177140	N	mature,MIMAT0026472
hsa-let-7c	hg38:chr21:16539881-16539904:+	1	0.177140	N	mature,MIMAT0026472
hsa-let-7c	hg38:chr21:16539883-16539903:+	3	0.531419	N	mature,MIMAT0026472
hsa-let-7c	hg38:chr21:16539883-16539904:+	16	2.834237	N	mature,MIMAT0026472
hsa-let-7c	hg38:chr21:16539883-16539905:+	38	6.731313	N	mature,MIMAT0026472
hsa-let-7d	hg38:chr9:94178840-94178861:+	1	0.177140	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178860:+	1	0.177140	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178861:+	156	27.633812	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178862:+	200	35.427964	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178863:+	482	85.381394	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178864:+	35	6.199894	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178842-94178862:+	4	0.708559	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178842-94178863:+	1	0.177140	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178895-94178911:+	3	0.531419	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178912:+	1	0.177140	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178914:+	14	2.479958	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178915:+	344	60.936099	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178916:+	460	81.484318	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178917:+	940	166.511433	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178918:+	3	0.531419	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178915:+	15	2.657097	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178916:+	23	4.074216	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178917:+	83	14.702605	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178897-94178917:+	1	0.177140	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178898-94178918:+	1	0.177140	N	mature,MIMAT0004484
hsa-let-7e	hg38:chr19:51692772-51692793:+	2	0.354280	N	precursor
hsa-let-7e	hg38:chr19:51692775-51692793:+	1	0.177140	N	precursor
hsa-let-7e	hg38:chr19:51692792-51692815:+	1	0.177140	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692810:+	5	0.885699	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692811:+	8	1.417119	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692812:+	15	2.657097	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692813:+	545	96.541203	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692814:+	1889	334.617125	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692815:+	4363	772.861046	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692816:+	106	18.776821	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692817:+	11	1.948538	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692794-51692815:+	1	0.177140	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692794-51692817:+	1	0.177140	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692798-51692821:+	1	0.177140	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692836-51692859:+	2	0.354280	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692858:+	7	1.239979	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692859:+	9	1.594258	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692860:+	23	4.074216	N	mature,MIMAT0004485
hsa-let-7f-1	hg38:chr9:94176353-94176369:+	2	0.354280	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176370:+	4	0.708559	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176371:+	41	7.262733	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176372:+	21	3.719936	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176373:+	1095	193.968106	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176374:+	2976	527.168112	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176375:+	6309	1117.575140	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176376:+	48	8.502711	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176377:+	1	0.177140	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176354-94176375:+	1	0.177140	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176356-94176375:+	2	0.354280	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176356-94176380:+	1	0.177140	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176357-94176375:+	2	0.354280	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176379:+	17	3.011377	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176380:+	6	1.062839	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176384:+	1	0.177140	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176383-94176401:+	1	0.177140	N	unannotated
hsa-let-7f-1	hg38:chr9:94176394-94176414:+	1	0.177140	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176403-94176425:+	1	0.177140	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176409-94176429:+	5	0.885699	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176409-94176430:+	11	1.948538	N	mature,MIMAT0004486
hsa-let-7f-2	hg38:chrX:53557197-53557218:-	4	0.708559	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557198-53557218:-	1	0.177140	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557245-53557268:-	176	31.176609	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557265:-	2	0.354280	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557267:-	3	0.531419	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557268:-	6252	1107.478170	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557269:-	3	0.531419	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557265:-	1	0.177140	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557268:-	2903	514.236905	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557269:-	3	0.531419	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557248-53557268:-	1133	200.699419	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557249-53557268:-	25	4.428496	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557250-53557268:-	28	4.959915	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557251-53557268:-	9	1.594258	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557253-53557268:-	2	0.354280	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557268-53557287:-	6	1.062839	N	precursor
hsa-let-7f-2	hg38:chrX:53557268-53557288:-	1	0.177140	N	precursor
hsa-let-7f-2	hg38:chrX:53557268-53557290:-	1	0.177140	N	precursor
hsa-let-7g	hg38:chr3:52268279-52268301:-	1	0.177140	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268280-52268301:-	83	14.702605	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268281-52268301:-	13	2.302818	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268335-52268358:-	72	12.754067	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268355:-	2	0.354280	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268357:-	1	0.177140	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268358:-	2239	396.616063	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268359:-	6	1.062839	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268355:-	1	0.177140	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268358:-	373	66.073154	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268359:-	3	0.531419	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268358:-	64	11.336949	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268359:-	9	1.594258	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268339-52268358:-	10	1.771398	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268340-52268358:-	2	0.354280	N	mature,MIMAT0000414
hsa-let-7i	hg38:chr12:62603668-62603691:+	1	0.177140	N	precursor
hsa-let-7i	hg38:chr12:62603669-62603691:+	1	0.177140	N	precursor
hsa-let-7i	hg38:chr12:62603672-62603691:+	1	0.177140	N	precursor
hsa-let-7i	hg38:chr12:62603691-62603708:+	1	0.177140	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603710:+	8	1.417119	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603711:+	39	6.908453	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603712:+	664	117.620842	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603713:+	715	126.654973	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603714:+	625	110.712389	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603715:+	1	0.177140	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603712:+	4	0.708559	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603713:+	2	0.354280	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603714:+	3	0.531419	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603747-62603766:+	1	0.177140	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603767:+	145	25.685274	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603768:+	95	16.828283	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603769:+	100	17.713982	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603770:+	1	0.177140	N	mature,MIMAT0004585
hsa-mir-1-1	hg38:chr20:62554351-62554371:+	4	0.708559	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554372:+	2	0.354280	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554373:+	19	3.365657	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829014-21829037:-	3	0.531419	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829015-21829037:-	16	2.834237	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829016-21829037:-	2	0.354280	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829017-21829037:-	2	0.354280	N	mature,MIMAT0000416
hsa-mir-100	hg38:chr11:122152240-122152262:-	1	0.177140	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152273-122152297:-	6	1.062839	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152274-122152296:-	1	0.177140	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152274-122152297:-	66	11.691228	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152293:-	1	0.177140	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152296:-	9	1.594258	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152297:-	3745	663.388635	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152298:-	1	0.177140	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152293:-	2	0.354280	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152294:-	3	0.531419	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152295:-	3	0.531419	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152296:-	135	23.913876	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152297:-	32818	5813.374694	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152298:-	4	0.708559	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152277-122152296:-	3	0.531419	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152277-122152297:-	399	70.678789	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152278-122152297:-	80	14.171186	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152279-122152297:-	44	7.794152	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152280-122152297:-	5	0.885699	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152282-122152297:-	1	0.177140	Y	mature,MIMAT0000098
hsa-mir-101-1	hg38:chr1:65058440-65058463:-	3	0.531419	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058459:-	1	0.177140	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058461:-	2	0.354280	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058463:-	2236	396.084643	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058464:-	6	1.062839	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058459:-	5	0.885699	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058462:-	1	0.177140	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058463:-	2782	492.802986	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058464:-	745	131.969168	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058460:-	1	0.177140	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058461:-	3	0.531419	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058462:-	2	0.354280	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058463:-	17619	3121.026532	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058464:-	9330	1652.714544	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058463:-	81	14.348326	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058464:-	132	23.382457	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058445-65058464:-	12	2.125678	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058476-65058499:-	1	0.177140	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058477-65058499:-	1	0.177140	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058477-65058500:-	4	0.708559	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058478-65058499:-	1	0.177140	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058478-65058500:-	18	3.188517	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058499:-	2	0.354280	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058500:-	22	3.897076	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058480-65058500:-	1	0.177140	N	mature,MIMAT0004513
hsa-mir-101-2	hg38:chr9:4850343-4850365:+	2	0.354280	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850362:+	1	0.177140	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850363:+	12	2.125678	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850364:+	125	22.142478	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850365:+	9417	1668.125708	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850366:+	788	139.586180	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850367:+	5	0.885699	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850368:+	1	0.177140	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850363:+	1	0.177140	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850364:+	89	15.765444	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850365:+	17755	3145.117548	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850366:+	2837	502.545676	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850367:+	2200	389.707609	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850368:+	296	52.433387	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850369:+	11	1.948538	N	mature,MIMAT0000099
