miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-let-7a-3	hg38:chr22:46112800-46112822:+	15	3.814993	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112801-46112820:+	1	0.254333	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112801-46112822:+	2	0.508666	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112802-46112824:+	1	0.254333	N	mature,MIMAT0004481
hsa-let-7b	hg38:chr22:46113690-46113714:+	1	0.254333	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113708:+	37	9.410317	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113709:+	39	9.918982	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113710:+	2401	610.653241	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113711:+	30956	7873.128587	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113712:+	16988	4320.606940	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113713:+	34305	8724.889397	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113714:+	5828	1482.252016	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113715:+	5	1.271664	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113711:+	8	2.034663	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113712:+	3	0.762999	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113713:+	5	1.271664	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113714:+	1	0.254333	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113711:+	2	0.508666	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113712:+	3	0.762999	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113713:+	6	1.525997	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113714:+	6	1.525997	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113695-46113713:+	1	0.254333	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113695-46113714:+	3	0.762999	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113696-46113714:+	1	0.254333	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113697-46113713:+	1	0.254333	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113698-46113714:+	2	0.508666	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113745-46113764:+	1	0.254333	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113745-46113765:+	24	6.103989	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113745-46113766:+	65	16.531637	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113745-46113767:+	1	0.254333	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113746-46113764:+	1	0.254333	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113746-46113766:+	4	1.017332	N	mature,MIMAT0004482
hsa-let-7c	hg38:chr21:16539836-16539857:+	1	0.254333	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539836-16539859:+	1	0.254333	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539857:+	3	0.762999	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539858:+	29	7.375653	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539859:+	18	4.577992	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539860:+	22	5.595323	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539857:+	170	43.236589	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539858:+	1042	265.014859	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539859:+	926	235.512245	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539860:+	3250	826.581855	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539861:+	154	39.167263	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539862:+	2	0.508666	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539863:+	1	0.254333	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539858:+	2	0.508666	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539839-16539860:+	2	0.508666	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539840-16539860:+	1	0.254333	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539841-16539860:+	3	0.762999	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539883-16539903:+	2	0.508666	N	mature,MIMAT0026472
hsa-let-7c	hg38:chr21:16539883-16539904:+	1	0.254333	N	mature,MIMAT0026472
hsa-let-7c	hg38:chr21:16539883-16539905:+	14	3.560660	N	mature,MIMAT0026472
hsa-let-7d	hg38:chr9:94178840-94178861:+	1	0.254333	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178859:+	1	0.254333	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178861:+	82	20.855296	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178862:+	92	23.398625	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178863:+	284	72.230537	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178864:+	21	5.340990	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178842-94178863:+	3	0.762999	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178895-94178915:+	122	31.028611	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178916:+	274	69.687209	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178917:+	708	180.067678	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178918:+	1	0.254333	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178915:+	3	0.762999	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178916:+	12	3.051995	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178917:+	48	12.207978	N	mature,MIMAT0004484
hsa-let-7e	hg38:chr19:51692772-51692793:+	1	0.254333	N	precursor
hsa-let-7e	hg38:chr19:51692793-51692810:+	2	0.508666	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692811:+	9	2.288996	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692812:+	14	3.560660	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692813:+	357	90.796838	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692814:+	1207	306.979784	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692815:+	2298	584.456955	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692816:+	60	15.259973	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692817:+	7	1.780330	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692837-51692859:+	1	0.254333	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692857:+	1	0.254333	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692858:+	3	0.762999	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692859:+	5	1.271664	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692860:+	11	2.797662	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692839-51692860:+	1	0.254333	N	mature,MIMAT0004485
hsa-let-7f-1	hg38:chr9:94176353-94176368:+	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176370:+	2	0.508666	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176371:+	13	3.306327	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176372:+	24	6.103989	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176373:+	844	214.656949	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176374:+	2685	682.883779	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176375:+	6951	1767.867838	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176376:+	32	8.138652	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176377:+	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176354-94176375:+	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176355-94176377:+	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176356-94176375:+	3	0.762999	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176379:+	6	1.525997	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176380:+	6	1.525997	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176408-94176430:+	1	0.254333	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176409-94176429:+	4	1.017332	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176409-94176430:+	10	2.543329	N	mature,MIMAT0004486
hsa-let-7f-2	hg38:chrX:53557197-53557218:-	2	0.508666	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557198-53557218:-	1	0.254333	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557244-53557268:-	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557245-53557266:-	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557245-53557268:-	201	51.120909	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557265:-	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557268:-	6942	1765.578843	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557269:-	3	0.762999	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557268:-	2540	646.005511	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557269:-	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557248-53557268:-	830	211.096289	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557248-53557269:-	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557249-53557268:-	14	3.560660	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557250-53557268:-	17	4.323659	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557251-53557268:-	6	1.525997	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557252-53557268:-	1	0.254333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557268-53557286:-	3	0.762999	N	precursor
hsa-let-7f-2	hg38:chrX:53557268-53557288:-	1	0.254333	N	precursor
hsa-let-7g	hg38:chr3:52268278-52268301:-	3	0.762999	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268279-52268301:-	4	1.017332	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268280-52268301:-	123	31.282944	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268281-52268301:-	8	2.034663	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268281-52268302:-	1	0.254333	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268335-52268355:-	1	0.254333	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268335-52268358:-	62	15.768638	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268335-52268359:-	1	0.254333	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268355:-	5	1.271664	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268358:-	1553	394.978960	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268359:-	6	1.525997	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268358:-	341	86.727512	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268359:-	1	0.254333	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268358:-	66	16.785970	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268359:-	8	2.034663	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268339-52268358:-	11	2.797662	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268341-52268358:-	1	0.254333	N	mature,MIMAT0000414
hsa-let-7i	hg38:chr12:62603672-62603691:+	1	0.254333	N	precursor
hsa-let-7i	hg38:chr12:62603691-62603710:+	4	1.017332	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603711:+	23	5.849656	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603712:+	650	165.316371	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603713:+	353	89.779506	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603714:+	687	174.726688	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603712:+	1	0.254333	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603713:+	1	0.254333	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603714:+	1	0.254333	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603695-62603712:+	2	0.508666	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603696-62603713:+	1	0.254333	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603747-62603765:+	1	0.254333	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603766:+	2	0.508666	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603767:+	134	34.080606	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603768:+	94	23.907291	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603769:+	96	24.415956	N	mature,MIMAT0004585
hsa-mir-1-1	hg38:chr20:62554351-62554371:+	1	0.254333	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554373:+	7	1.780330	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829015-21829037:-	14	3.560660	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829016-21829037:-	2	0.508666	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829017-21829037:-	2	0.508666	N	mature,MIMAT0000416
hsa-mir-100	hg38:chr11:122152240-122152258:-	2	0.508666	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152240-122152259:-	1	0.254333	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152240-122152260:-	1	0.254333	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152240-122152261:-	1	0.254333	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152240-122152262:-	6	1.525997	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152241-122152262:-	1	0.254333	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152273-122152296:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152273-122152297:-	13	3.306327	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152274-122152296:-	3	0.762999	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152274-122152297:-	232	59.005228	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152292:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152293:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152294:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152295:-	2	0.508666	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152296:-	51	12.970977	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152297:-	16522	4202.087819	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152298:-	6	1.525997	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152293:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152294:-	4	1.017332	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152295:-	5	1.271664	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152296:-	181	46.034251	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152297:-	42425	10790.072370	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152298:-	13	3.306327	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152277-122152296:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152277-122152297:-	224	56.970565	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152278-122152297:-	68	17.294636	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152279-122152296:-	1	0.254333	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152279-122152297:-	36	9.155984	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152280-122152297:-	7	1.780330	N	mature,MIMAT0000098
hsa-mir-101-1	hg38:chr1:65058440-65058463:-	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058459:-	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058463:-	1135	288.667817	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058464:-	4	1.017332	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058463:-	1513	384.805645	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058464:-	448	113.941130	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058461:-	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058462:-	4	1.017332	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058463:-	8657	2201.759729	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058464:-	5247	1334.484613	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058466:-	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058463:-	50	12.716644	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058464:-	71	18.057634	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058445-65058463:-	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058445-65058464:-	7	1.780330	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058478-65058499:-	2	0.508666	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058478-65058500:-	2	0.508666	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058500:-	7	1.780330	N	mature,MIMAT0004513
hsa-mir-101-2	hg38:chr9:4850319-4850344:+	1	0.254333	N	stemloop
hsa-mir-101-2	hg38:chr9:4850344-4850363:+	7	1.780330	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850364:+	68	17.294636	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850365:+	5300	1347.964256	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850366:+	456	115.975793	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850367:+	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850363:+	3	0.762999	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850364:+	40	10.173315	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850365:+	8696	2211.678711	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850366:+	1541	391.926966	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850367:+	1073	272.899179	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850368:+	148	37.641266	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850369:+	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850366:+	1	0.254333	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850365:+	1	0.254333	N	mature,MIMAT0000099
