miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-let-7a-3	hg38:chr22:46112752-46112774:+	5413	3821.968162	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112775:+	183	129.211190	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112752-46112776:+	2	1.412144	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112753-46112774:+	2	1.412144	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112755-46112774:+	1	0.706072	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112755-46112775:+	1	0.706072	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112756-46112774:+	1	0.706072	N	mature,MIMAT0000062
hsa-let-7a-3	hg38:chr22:46112800-46112819:+	1	0.706072	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112820:+	3	2.118216	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112821:+	2	1.412144	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112800-46112822:+	5	3.530360	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112824:+	1	0.706072	N	mature,MIMAT0004481
hsa-let-7a-3	hg38:chr22:46112803-46112825:+	1	0.706072	N	mature,MIMAT0004481
hsa-let-7b	hg38:chr22:46113671-46113691:+	1	0.706072	N	precursor
hsa-let-7b	hg38:chr22:46113672-46113691:+	1	0.706072	N	precursor
hsa-let-7b	hg38:chr22:46113691-46113708:+	5	3.530360	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113709:+	2	1.412144	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113710:+	449	317.026363	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113711:+	5014	3540.245402	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113712:+	2178	1537.824987	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113713:+	5738	4051.441587	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113691-46113714:+	1624	1146.661056	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113711:+	2	1.412144	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113712:+	1	0.706072	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113692-46113713:+	2	1.412144	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113694-46113713:+	1	0.706072	N	mature,MIMAT0000063
hsa-let-7b	hg38:chr22:46113745-46113765:+	4	2.824288	N	mature,MIMAT0004482
hsa-let-7b	hg38:chr22:46113745-46113766:+	16	11.297153	N	mature,MIMAT0004482
hsa-let-7c	hg38:chr21:16539837-16539858:+	6	4.236432	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539859:+	7	4.942505	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539837-16539860:+	10	7.060721	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539857:+	16	11.297153	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539858:+	107	75.549712	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539859:+	120	84.728649	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539860:+	847	598.043051	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539861:+	81	57.191838	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539838-16539862:+	2	1.412144	N	mature,MIMAT0000064
hsa-let-7c	hg38:chr21:16539883-16539905:+	5	3.530360	N	mature,MIMAT0026472
hsa-let-7d	hg38:chr9:94178840-94178861:+	1	0.706072	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178861:+	28	19.770018	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178862:+	33	23.300379	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178863:+	121	85.434722	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178864:+	11	7.766793	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178894-94178915:+	1	0.706072	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178912:+	1	0.706072	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178914:+	2	1.412144	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178915:+	71	50.131118	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178916:+	87	61.428271	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178917:+	181	127.799046	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178918:+	1	0.706072	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178915:+	7	4.942505	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178916:+	6	4.236432	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178917:+	11	7.766793	N	mature,MIMAT0004484
hsa-let-7e	hg38:chr19:51692771-51692793:+	1	0.706072	N	precursor
hsa-let-7e	hg38:chr19:51692793-51692810:+	1	0.706072	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692811:+	1	0.706072	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692812:+	2	1.412144	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692813:+	49	34.597532	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692814:+	120	84.728649	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692815:+	447	315.614219	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692816:+	45	31.773244	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692817:+	6	4.236432	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692838-51692859:+	1	0.706072	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692860:+	1	0.706072	N	mature,MIMAT0004485
hsa-let-7f-1	hg38:chr9:94176353-94176370:+	2	1.412144	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176371:+	3	2.118216	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176372:+	13	9.178937	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176373:+	277	195.581966	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176374:+	775	547.205861	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176375:+	2685	1895.803531	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176376:+	23	16.239658	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176377:+	2	1.412144	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176379:+	1	0.706072	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176380:+	1	0.706072	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176409-94176429:+	1	0.706072	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176410-94176429:+	1	0.706072	N	mature,MIMAT0004486
hsa-let-7f-2	hg38:chrX:53557198-53557218:-	1	0.706072	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557244-53557268:-	2	1.412144	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557245-53557268:-	97	68.488992	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557265:-	1	0.706072	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557267:-	2	1.412144	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557268:-	2710	1913.455333	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557269:-	2	1.412144	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557268:-	794	560.621230	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557269:-	2	1.412144	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557248-53557268:-	267	188.521245	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557249-53557268:-	11	7.766793	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557250-53557268:-	4	2.824288	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557251-53557268:-	1	0.706072	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557268-53557291:-	1	0.706072	N	precursor
hsa-let-7g	hg38:chr3:52268278-52268301:-	1	0.706072	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268280-52268301:-	54	38.127892	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268281-52268301:-	4	2.824288	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268335-52268358:-	31	21.888234	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268355:-	1	0.706072	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268358:-	603	425.761463	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268359:-	8	5.648577	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268358:-	158	111.559388	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268359:-	5	3.530360	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268358:-	20	14.121442	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268359:-	1	0.706072	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268339-52268358:-	3	2.118216	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268341-52268358:-	1	0.706072	N	mature,MIMAT0000414
hsa-let-7i	hg38:chr12:62603669-62603691:+	1	0.706072	N	precursor
hsa-let-7i	hg38:chr12:62603672-62603691:+	1	0.706072	N	precursor
hsa-let-7i	hg38:chr12:62603691-62603711:+	9	6.354649	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603712:+	90	63.546487	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603713:+	105	74.137568	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603714:+	283	199.818398	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603716:+	1	0.706072	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603747-62603767:+	37	26.124667	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603768:+	18	12.709297	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603769:+	26	18.357874	N	mature,MIMAT0004585
hsa-mir-1-1	hg38:chr20:62554351-62554373:+	2	1.412144	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829014-21829037:-	2	1.412144	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829015-21829037:-	5	3.530360	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829016-21829037:-	2	1.412144	N	mature,MIMAT0000416
hsa-mir-100	hg38:chr11:122152240-122152262:-	1	0.706072	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152274-122152297:-	2	1.412144	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152296:-	4	2.824288	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152297:-	522	368.569625	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152296:-	9	6.354649	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152297:-	2097	1480.633149	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152277-122152297:-	18	12.709297	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152278-122152297:-	2	1.412144	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152279-122152297:-	5	3.530360	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152280-122152297:-	1	0.706072	N	mature,MIMAT0000098
hsa-mir-101-1	hg38:chr1:65058439-65058463:-	2	1.412144	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058441-65058463:-	553	390.457860	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058462:-	1	0.706072	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058463:-	875	617.813069	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058464:-	186	131.329407	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058461:-	1	0.706072	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058463:-	4257	3005.748839	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058464:-	1741	1229.271489	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058465:-	1	0.706072	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058463:-	19	13.415369	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058464:-	20	14.121442	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058445-65058464:-	3	2.118216	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058478-65058500:-	1	0.706072	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058499:-	2	1.412144	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058500:-	2	1.412144	N	mature,MIMAT0004513
hsa-mir-101-2	hg38:chr9:4850344-4850363:+	2	1.412144	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850364:+	19	13.415369	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850365:+	1678	1184.788948	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850366:+	185	130.623335	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850367:+	1	0.706072	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850363:+	2	1.412144	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850364:+	18	12.709297	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850365:+	4157	2935.141631	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850366:+	885	624.873790	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850367:+	589	415.876454	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850368:+	72	50.837190	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850369:+	6	4.236432	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850365:+	1	0.706072	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850367:+	1	0.706072	N	mature,MIMAT0000099
hsa-mir-103a-1	hg38:chr5:168560902-168560927:-	1	0.706072	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560903-168560925:-	2	1.412144	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560903-168560927:-	77	54.367550	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560925:-	109	76.961857	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560926:-	5	3.530360	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560927:-	12003	8474.983160	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560928:-	1	0.706072	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560923:-	1	0.706072	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560925:-	6	4.236432	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560927:-	1328	937.663720	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560928:-	1	0.706072	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560906-168560927:-	10	7.060721	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560907-168560927:-	3	2.118216	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560940-168560964:-	2	1.412144	N	unannotated
hsa-mir-103a-1	hg38:chr5:168560941-168560964:-	4	2.824288	N	unannotated
hsa-mir-103a-2	hg38:chr20:3917486-3917504:+	1	0.706072	N	precursor
hsa-mir-103a-2	hg38:chr20:3917504-3917527:+	3	2.118216	N	mature,MIMAT0009196
hsa-mir-103a-2	hg38:chr20:3917508-3917530:+	1	0.706072	N	mature,MIMAT0009196
hsa-mir-103a-2	hg38:chr20:3917540-3917564:+	2	1.412144	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917561:+	4	2.824288	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917562:+	49	34.597532	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917563:+	1297	915.775486	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917564:+	11685	8250.452239	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917565:+	67	47.306829	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917566:+	2	1.412144	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917563:+	1	0.706072	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917564:+	105	74.137568	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917565:+	3	2.118216	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917544-3917564:+	1	0.706072	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917545-3917564:+	1	0.706072	N	mature,MIMAT0000101
hsa-mir-106a	hg38:chrX:134170244-134170266:-	2	1.412144	Y	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170244-134170267:-	12	8.472865	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170245-134170267:-	1	0.706072	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170247-134170267:-	1	0.706072	N	mature,MIMAT0000103
hsa-mir-106b	hg38:chr7:100094002-100094024:-	4	2.824288	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094002-100094025:-	1	0.706072	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094024:-	398	281.016687	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094025:-	25	17.651802	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094026:-	7	4.942505	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094024:-	38	26.830739	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094025:-	4	2.824288	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094026:-	66	46.600757	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094024:-	3	2.118216	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094025:-	3	2.118216	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094026:-	84	59.310055	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094006-100094024:-	3	2.118216	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094006-100094025:-	2	1.412144	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094006-100094026:-	1	0.706072	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094040-100094064:-	3	2.118216	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094041-100094064:-	8	5.648577	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094042-100094064:-	268	189.227317	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094043-100094064:-	184	129.917262	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094044-100094064:-	27	19.063946	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094045-100094064:-	8	5.648577	N	mature,MIMAT0000680
hsa-mir-107	hg38:chr10:89592755-89592779:-	1	0.706072	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592756-89592779:-	18	12.709297	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592757-89592779:-	11	7.766793	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592758-89592779:-	59	41.658253	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592759-89592779:-	7	4.942505	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592793-89592816:-	4	2.824288	N	unannotated
hsa-mir-10a	hg38:chr17:48579865-48579885:-	1	0.706072	N	mature,MIMAT0004555
hsa-mir-10a	hg38:chr17:48579865-48579886:-	1	0.706072	N	mature,MIMAT0004555
hsa-mir-10a	hg38:chr17:48579902-48579926:-	1	0.706072	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579902-48579927:-	1	0.706072	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579925:-	2	1.412144	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579926:-	383	270.425606	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579927:-	249	175.811948	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579928:-	1	0.706072	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579925:-	3	2.118216	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579926:-	496	350.211751	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579927:-	488	344.563174	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579928:-	2	1.412144	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579925:-	6	4.236432	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579926:-	1664	1174.903939	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579927:-	11811	8339.417321	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579928:-	59	41.658253	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579926:-	235	165.926938	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579927:-	1471	1038.632028	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579928:-	45	31.773244	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579926:-	15	10.591081	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579927:-	87	61.428271	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579928:-	4	2.824288	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579926:-	2	1.412144	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579927:-	22	15.533586	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579928:-	1	0.706072	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579927:-	4	2.824288	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579909-48579928:-	1	0.706072	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579911-48579927:-	1	0.706072	N	mature,MIMAT0000253
hsa-mir-10b	hg38:chr2:176150329-176150350:+	16	11.297153	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150351:+	170	120.032253	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150352:+	25	17.651802	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150351:+	6	4.236432	N	mature,MIMAT0000254
