"miRNA"	"Count"
"hsa-let-7d-3p"	460
"hsa-let-7d-3p"	940
"hsa-let-7d-3p"	3
"hsa-let-7d-3p"	15
"hsa-let-7d-3p"	23
"hsa-let-7d-3p"	83
"hsa-let-7d-3p"	1
"hsa-let-7d-3p"	1
NA	2
NA	1
"hsa-let-7e-5p"	1
"hsa-let-7e-5p"	5
"hsa-let-7e-5p"	8
"hsa-let-7e-5p"	15
"hsa-let-7e-5p"	545
"hsa-let-7e-5p"	1889
"hsa-let-7e-5p"	4363
"hsa-let-7e-5p"	106
"hsa-let-7e-5p"	11
"hsa-let-7e-5p"	1
"hsa-let-7e-5p"	1
"hsa-let-7e-5p"	1
"hsa-let-7e-3p"	2
"hsa-let-7e-3p"	7
"hsa-let-7e-3p"	9
"hsa-let-7e-3p"	23
"hsa-let-7f-5p"	2
"hsa-let-7f-5p"	4
"hsa-let-7f-5p"	41
"hsa-let-7f-5p"	21
"hsa-let-7f-5p"	1095
"hsa-let-7f-5p"	2976
"hsa-let-7f-5p"	6309
"hsa-let-7f-5p"	48
"hsa-let-7f-5p"	1
"hsa-let-7f-5p"	1
"hsa-let-7f-5p"	2
"hsa-let-7f-5p"	1
"hsa-let-7f-5p"	2
"hsa-let-7f-5p"	17
"hsa-let-7f-5p"	6
"hsa-let-7f-5p"	1
NA	1
"hsa-let-7f-1-3p"	1
"hsa-let-7f-1-3p"	1
"hsa-let-7f-1-3p"	5
"hsa-let-7f-1-3p"	11
"hsa-let-7f-2-3p"	4
"hsa-let-7f-2-3p"	1
"hsa-let-7f-5p"	176
"hsa-let-7f-5p"	2
"hsa-let-7f-5p"	3
"hsa-let-7f-5p"	6252
"hsa-let-7f-5p"	3
"hsa-let-7f-5p"	1
"hsa-let-7f-5p"	2903
"hsa-let-7f-5p"	3
"hsa-let-7f-5p"	1133
"hsa-let-7f-5p"	25
"hsa-let-7f-5p"	28
"hsa-let-7f-5p"	9
"hsa-let-7f-5p"	2
NA	6
NA	1
NA	1
"hsa-let-7g-3p"	1
"hsa-let-7g-3p"	83
"hsa-let-7g-3p"	13
"hsa-let-7g-5p"	72
"hsa-let-7g-5p"	2
"hsa-let-7g-5p"	1
"hsa-let-7g-5p"	2239
"hsa-let-7g-5p"	6
"hsa-let-7g-5p"	1
"hsa-let-7g-5p"	373
"hsa-let-7g-5p"	3
"hsa-let-7g-5p"	64
"hsa-let-7g-5p"	9
"hsa-let-7g-5p"	10
"hsa-let-7g-5p"	2
NA	1
NA	1
NA	1
"hsa-let-7i-5p"	1
"hsa-let-7i-5p"	8
"hsa-let-7i-5p"	39
"hsa-let-7i-5p"	664
"hsa-let-7i-5p"	715
"hsa-let-7i-5p"	625
"hsa-let-7i-5p"	1
"hsa-let-7i-5p"	4
"hsa-let-7i-5p"	2
"hsa-let-7i-5p"	3
"hsa-let-7i-3p"	1
"hsa-let-7i-3p"	145
"hsa-let-7i-3p"	95
"hsa-let-7i-3p"	100
"hsa-let-7i-3p"	1
"hsa-miR-1"	4
"hsa-miR-1"	2
"hsa-miR-1"	19
"hsa-miR-1"	3
"hsa-miR-1"	16
"hsa-miR-1"	2
"hsa-miR-1"	2
"hsa-miR-100-3p"	1
"hsa-miR-100-5p"	6
"hsa-miR-100-5p"	1
"hsa-miR-100-5p"	66
"hsa-miR-100-5p"	1
"hsa-miR-100-5p"	9
"hsa-miR-100-5p"	3745
"hsa-miR-100-5p"	1
"hsa-miR-100-5p"	2
"hsa-miR-100-5p"	3
"hsa-miR-100-5p"	3
"hsa-miR-100-5p"	135
"hsa-miR-100-5p"	32818
"hsa-miR-100-5p"	4
"hsa-miR-100-5p"	3
"hsa-miR-100-5p"	399
"hsa-miR-100-5p"	80
"hsa-miR-100-5p"	44
"hsa-miR-100-5p"	5
"hsa-miR-100-5p"	1
"hsa-miR-101-3p"	3
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	2
"hsa-miR-101-3p"	2236
"hsa-miR-101-3p"	6
"hsa-miR-101-3p"	5
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	2782
"hsa-miR-101-3p"	745
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	3
"hsa-miR-101-3p"	2
"hsa-miR-101-3p"	17619
"hsa-miR-101-3p"	9330
"hsa-miR-101-3p"	81
"hsa-miR-101-3p"	132
"hsa-miR-101-3p"	12
"hsa-miR-101-5p"	1
"hsa-miR-101-5p"	1
"hsa-miR-101-5p"	4
"hsa-miR-101-5p"	1
"hsa-miR-101-5p"	18
"hsa-miR-101-5p"	2
"hsa-miR-101-5p"	22
"hsa-miR-101-5p"	1
"hsa-miR-101-3p"	2
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	12
"hsa-miR-101-3p"	125
"hsa-miR-101-3p"	9417
"hsa-miR-101-3p"	788
"hsa-miR-101-3p"	5
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	89
"hsa-miR-101-3p"	17755
"hsa-miR-101-3p"	2837
"hsa-miR-101-3p"	2200
"hsa-miR-101-3p"	296
"hsa-miR-101-3p"	11
"hsa-miR-101-3p"	4
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	2
"hsa-miR-101-3p"	3
"hsa-miR-101-3p"	3
"hsa-miR-101-3p"	2
"hsa-miR-101-3p"	1
"hsa-miR-101-3p"	3
"hsa-miR-103a-3p"	5
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	11
"hsa-miR-103a-3p"	169
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	11
"hsa-miR-103a-3p"	4
"hsa-miR-103a-3p"	388
"hsa-miR-103a-3p"	8
"hsa-miR-103a-3p"	31135
"hsa-miR-103a-3p"	7
"hsa-miR-103a-3p"	2
"hsa-miR-103a-3p"	21
"hsa-miR-103a-3p"	2
"hsa-miR-103a-3p"	4107
"hsa-miR-103a-3p"	121
"hsa-miR-103a-3p"	15
"hsa-miR-103a-3p"	1
NA	2
NA	13
NA	1
NA	1
NA	2
NA	1
"hsa-miR-103a-2-5p"	1
"hsa-miR-103a-2-5p"	3
"hsa-miR-103a-3p"	3
"hsa-miR-103a-3p"	5
"hsa-miR-103a-3p"	11
"hsa-miR-103a-3p"	207
"hsa-miR-103a-3p"	4010
"hsa-miR-103a-3p"	31144
"hsa-miR-103a-3p"	134
"hsa-miR-103a-3p"	15
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	14
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	16
"hsa-miR-103a-3p"	382
"hsa-miR-103a-3p"	10
"hsa-miR-103a-3p"	3
"hsa-miR-103a-3p"	5
"hsa-miR-103a-3p"	1
"hsa-miR-103a-3p"	20
"hsa-miR-103a-3p"	2
"hsa-miR-105-5p"	1
"hsa-miR-105-5p"	1
"hsa-miR-105-5p"	1
"hsa-miR-105-5p"	2
"hsa-miR-106a-5p"	18
"hsa-miR-106a-5p"	40
"hsa-miR-106a-5p"	1
"hsa-miR-106a-5p"	1
"hsa-miR-106a-5p"	1
NA	1
"hsa-miR-106b-3p"	5
"hsa-miR-106b-3p"	13
"hsa-miR-106b-3p"	1
"hsa-miR-106b-3p"	2
"hsa-miR-106b-3p"	1015
"hsa-miR-106b-3p"	47
"hsa-miR-106b-3p"	9
"hsa-miR-106b-3p"	133
"hsa-miR-106b-3p"	5
"hsa-miR-106b-3p"	71
"hsa-miR-106b-3p"	24
"hsa-miR-106b-3p"	5
"hsa-miR-106b-3p"	46
"hsa-miR-106b-3p"	9
"hsa-miR-106b-3p"	2
"hsa-miR-106b-3p"	2
"hsa-miR-106b-5p"	1
"hsa-miR-106b-5p"	6
"hsa-miR-106b-5p"	502
"hsa-miR-106b-5p"	1
"hsa-miR-106b-5p"	565
"hsa-miR-106b-5p"	116
"hsa-miR-106b-5p"	30
NA	1
NA	3
NA	14
"hsa-miR-107"	2
"hsa-miR-107"	1
"hsa-miR-107"	1
"hsa-miR-107"	35
"hsa-miR-107"	58
"hsa-miR-107"	1
"hsa-miR-107"	1
"hsa-miR-107"	328
"hsa-miR-107"	26
"hsa-miR-107"	6
NA	5
NA	1
NA	1
"hsa-miR-10a-3p"	2
"hsa-miR-10a-3p"	10
"hsa-miR-10a-3p"	1
"hsa-miR-10a-3p"	1
"hsa-miR-10a-3p"	1
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	7
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	36
"hsa-miR-10a-5p"	1802
"hsa-miR-10a-5p"	706
"hsa-miR-10a-5p"	2
"hsa-miR-10a-5p"	21
"hsa-miR-10a-5p"	1994
"hsa-miR-10a-5p"	1130
"hsa-miR-10a-5p"	3
"hsa-miR-10a-5p"	17
"hsa-miR-10a-5p"	7
"hsa-miR-10a-5p"	109
"hsa-miR-10a-5p"	23071
"hsa-miR-10a-5p"	97639
"hsa-miR-10a-5p"	354
"hsa-miR-10a-5p"	3
"hsa-miR-10a-5p"	5
"hsa-miR-10a-5p"	2330
"hsa-miR-10a-5p"	11132
"hsa-miR-10a-5p"	315
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	134
"hsa-miR-10a-5p"	806
"hsa-miR-10a-5p"	14
"hsa-miR-10a-5p"	36
"hsa-miR-10a-5p"	165
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	5
"hsa-miR-10a-5p"	63
"hsa-miR-10a-5p"	3
"hsa-miR-10a-5p"	2
"hsa-miR-10a-5p"	5
"hsa-miR-10a-5p"	1
"hsa-miR-10a-5p"	13
"hsa-miR-10a-5p"	1
NA	1
NA	1
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	7
"hsa-miR-10b-5p"	28
"hsa-miR-10b-5p"	269
"hsa-miR-10b-5p"	3033
"hsa-miR-10b-5p"	18584
"hsa-miR-10b-5p"	1748
"hsa-miR-10b-5p"	73
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	4
"hsa-miR-10b-5p"	16
"hsa-miR-10b-5p"	162
"hsa-miR-10b-5p"	1287
"hsa-miR-10b-5p"	1272
"hsa-miR-10b-5p"	322
"hsa-miR-10b-5p"	3
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	2
"hsa-miR-10b-5p"	1
"hsa-miR-10b-5p"	1
"hsa-miR-10b-3p"	4
"hsa-miR-10b-3p"	4
"hsa-miR-10b-3p"	1
"hsa-miR-1179"	1
"hsa-miR-1180-3p"	63
"hsa-miR-1180-3p"	17
"hsa-miR-1180-3p"	27
"hsa-miR-1180-3p"	2
"hsa-miR-122-5p"	13
"hsa-miR-122-5p"	28
"hsa-miR-122-5p"	214
"hsa-miR-122-5p"	1816
"hsa-miR-122-5p"	2513
"hsa-miR-122-5p"	520
"hsa-miR-122-5p"	2
"hsa-miR-122-3p"	2
"hsa-miR-122-3p"	3
"hsa-miR-122-3p"	1
"hsa-miR-122-3p"	1
"hsa-miR-122-3p"	1
"hsa-miR-122-3p"	28
"hsa-miR-122-3p"	2
"hsa-miR-1224-5p"	3
"hsa-miR-1226-3p"	1
"hsa-miR-1226-3p"	2
"hsa-miR-1227-3p"	1
"hsa-miR-1228-5p"	3
"hsa-miR-1228-5p"	2
"hsa-miR-1228-3p"	1
"hsa-miR-1229-3p"	2
"hsa-miR-1229-3p"	1
"hsa-miR-1229-3p"	1
"hsa-miR-1234-3p"	1
"hsa-miR-1237-3p"	1
NA	2
NA	3
"hsa-miR-1245a"	1
"hsa-miR-1247-3p"	1
"hsa-miR-1247-3p"	42
"hsa-miR-1247-3p"	2
"hsa-miR-1247-5p"	24
"hsa-miR-1247-5p"	1
"hsa-miR-1247-5p"	3
"hsa-miR-1247-5p"	2
"hsa-miR-1247-5p"	1
NA	1
NA	3
NA	1
"hsa-miR-1249"	5
"hsa-miR-1249"	4
"hsa-miR-1249"	3
"hsa-miR-1249"	3
"hsa-miR-1254"	1
"hsa-miR-1254"	1
NA	1
NA	1
"hsa-miR-1258"	1
NA	2
NA	1
NA	15
NA	60
NA	20
NA	1
NA	101
NA	11
"hsa-miR-125a-5p"	2
"hsa-miR-125a-5p"	5
"hsa-miR-125a-5p"	23
"hsa-miR-125a-5p"	304
"hsa-miR-125a-5p"	1878
"hsa-miR-125a-5p"	798
"hsa-miR-125a-5p"	451
"hsa-miR-125a-5p"	1
"hsa-miR-125a-5p"	1
"hsa-miR-125a-5p"	4
"hsa-miR-125a-5p"	1
"hsa-miR-125a-5p"	1
"hsa-miR-125a-5p"	1
"hsa-miR-125a-3p"	4
"hsa-miR-125a-3p"	8
"hsa-miR-125a-3p"	6
"hsa-miR-125b-1-3p"	1
"hsa-miR-125b-1-3p"	1
"hsa-miR-125b-5p"	4
"hsa-miR-125b-5p"	6
"hsa-miR-125b-5p"	1239
"hsa-miR-125b-5p"	170
"hsa-miR-125b-5p"	73
"hsa-miR-125b-5p"	13
"hsa-miR-125b-5p"	1
"hsa-miR-125b-5p"	1
NA	1
NA	2
NA	1
"hsa-miR-125b-5p"	7
"hsa-miR-125b-5p"	65
"hsa-miR-125b-5p"	189
"hsa-miR-125b-5p"	1214
"hsa-miR-125b-5p"	2
"hsa-miR-125b-5p"	7
"hsa-miR-125b-2-3p"	7
"hsa-miR-125b-2-3p"	3
"hsa-miR-125b-2-3p"	1
"hsa-miR-125b-2-3p"	1
"hsa-miR-125b-2-3p"	2
"hsa-miR-125b-2-3p"	6
"hsa-miR-125b-2-3p"	10
"hsa-miR-125b-2-3p"	19
"hsa-miR-126-5p"	1
"hsa-miR-126-5p"	40
"hsa-miR-126-5p"	115
"hsa-miR-126-5p"	1027
"hsa-miR-126-5p"	6
"hsa-miR-126-5p"	4
"hsa-miR-126-5p"	1
"hsa-miR-126-5p"	6
"hsa-miR-126-3p"	1
"hsa-miR-126-3p"	3
"hsa-miR-126-3p"	20
"hsa-miR-126-3p"	137
"hsa-miR-126-3p"	128
"hsa-miR-126-3p"	5
"hsa-miR-126-3p"	11
"hsa-miR-126-3p"	340
"hsa-miR-126-3p"	429
"hsa-miR-126-3p"	14880
"hsa-miR-126-3p"	1
"hsa-miR-126-3p"	1
"hsa-miR-126-3p"	50
"hsa-miR-126-3p"	120
"hsa-miR-126-3p"	3364
"hsa-miR-126-3p"	1
"hsa-miR-126-3p"	1
"hsa-miR-126-3p"	1
NA	1
"hsa-miR-1262"	1
"hsa-miR-1262"	1
"hsa-miR-1266-5p"	27
"hsa-miR-1266-5p"	1
"hsa-miR-1266-5p"	9
"hsa-miR-1266-5p"	6
"hsa-miR-1269a"	1
"hsa-miR-1269a"	5
"hsa-miR-1269a"	2
"hsa-miR-1269a"	6
"hsa-miR-127-5p"	11
"hsa-miR-127-5p"	1
"hsa-miR-127-5p"	5
"hsa-miR-127-5p"	375
"hsa-miR-127-5p"	318
"hsa-miR-127-5p"	63
"hsa-miR-127-5p"	9
"hsa-miR-127-5p"	5
"hsa-miR-127-5p"	1
"hsa-miR-127-5p"	4
"hsa-miR-127-5p"	1
"hsa-miR-127-3p"	1
"hsa-miR-127-3p"	1
"hsa-miR-127-3p"	6
"hsa-miR-127-3p"	159
"hsa-miR-127-3p"	608
"hsa-miR-127-3p"	951
"hsa-miR-127-3p"	10
"hsa-miR-127-3p"	1
"hsa-miR-127-3p"	1
"hsa-miR-1270"	5
"hsa-miR-1270"	1
"hsa-miR-1270"	1
"hsa-miR-1270"	5
"hsa-miR-1270"	2
"hsa-miR-1270"	1
"hsa-miR-1271-5p"	1
"hsa-miR-1277-3p"	2
"hsa-miR-1277-3p"	5
NA	1
NA	6
NA	1
"hsa-miR-128-1-5p"	1
"hsa-miR-128-1-5p"	13
"hsa-miR-128-1-5p"	7
"hsa-miR-128-1-5p"	10
"hsa-miR-128-3p"	1
"hsa-miR-128-3p"	32
"hsa-miR-128-3p"	52
"hsa-miR-128-3p"	282
"hsa-miR-128-3p"	93
"hsa-miR-128-3p"	3
"hsa-miR-128-3p"	39
"hsa-miR-128-3p"	63
"hsa-miR-128-3p"	301
"hsa-miR-1284"	1
"hsa-miR-1284"	1
"hsa-miR-1284"	1
"hsa-miR-1286"	1
"hsa-miR-1287-3p"	1
"hsa-miR-1287-3p"	13
"hsa-miR-1287-3p"	9
"hsa-miR-1287-5p"	2
"hsa-miR-1287-5p"	17
"hsa-miR-1287-5p"	103
"hsa-miR-1287-5p"	69
"hsa-miR-1287-5p"	3
"hsa-miR-1288-3p"	1
"hsa-miR-129-5p"	1
"hsa-miR-1291"	1
"hsa-miR-1292-5p"	1
"hsa-miR-1292-5p"	1
"hsa-miR-1292-5p"	1
"hsa-miR-1292-3p"	1
"hsa-miR-1293"	1
"hsa-miR-1296-5p"	2
"hsa-miR-1296-5p"	1
"hsa-miR-1296-5p"	13
"hsa-miR-1296-5p"	3
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	22
"hsa-miR-1301-3p"	2
"hsa-miR-1301-3p"	18
"hsa-miR-1301-3p"	1
"hsa-miR-1301-3p"	9
NA	1
NA	3
NA	2
"hsa-miR-1304-3p"	1
"hsa-miR-1304-3p"	1
"hsa-miR-1306-5p"	1
"hsa-miR-1306-5p"	5
"hsa-miR-1306-5p"	6
"hsa-miR-1306-5p"	11
"hsa-miR-1306-5p"	19
"hsa-miR-1306-5p"	1
"hsa-miR-1306-5p"	1
"hsa-miR-1306-5p"	1
"hsa-miR-1306-3p"	5
"hsa-miR-1306-3p"	1
"hsa-miR-1306-3p"	1
"hsa-miR-1306-3p"	2
"hsa-miR-1306-3p"	2
"hsa-miR-1307-3p"	6
"hsa-miR-1307-3p"	3
"hsa-miR-1307-3p"	5
"hsa-miR-1307-3p"	250
"hsa-miR-1307-3p"	433
"hsa-miR-1307-3p"	4
"hsa-miR-1307-3p"	1149
"hsa-miR-1307-3p"	2556
"hsa-miR-1307-3p"	261
"hsa-miR-1307-3p"	432
"hsa-miR-1307-3p"	5
"hsa-miR-1307-3p"	39
"hsa-miR-1307-3p"	3
"hsa-miR-1307-3p"	14
"hsa-miR-1307-3p"	3
"hsa-miR-1307-3p"	7
"hsa-miR-1307-3p"	4
"hsa-miR-1307-5p"	1
"hsa-miR-1307-5p"	55
"hsa-miR-1307-5p"	50
"hsa-miR-1307-5p"	1033
"hsa-miR-1307-5p"	1
"hsa-miR-1307-5p"	303
"hsa-miR-1307-5p"	22
"hsa-miR-1307-5p"	2
"hsa-miR-1307-5p"	2
"hsa-miR-1307-5p"	1
NA	1
NA	1
NA	8
NA	7
"hsa-miR-130a-5p"	1
"hsa-miR-130a-5p"	1
"hsa-miR-130a-5p"	2
"hsa-miR-130a-5p"	2
"hsa-miR-130a-3p"	1
"hsa-miR-130a-3p"	11
"hsa-miR-130a-3p"	2
"hsa-miR-130a-3p"	7
"hsa-miR-130a-3p"	15
"hsa-miR-130a-3p"	99
"hsa-miR-130a-3p"	317
"hsa-miR-130a-3p"	106
"hsa-miR-130a-3p"	1
"hsa-miR-130a-3p"	1
"hsa-miR-130b-5p"	7
"hsa-miR-130b-5p"	1
"hsa-miR-130b-5p"	9
"hsa-miR-130b-5p"	30
"hsa-miR-130b-3p"	2
"hsa-miR-130b-3p"	2
"hsa-miR-130b-3p"	5
"hsa-miR-130b-3p"	61
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	17
"hsa-miR-132-3p"	574
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	65
"hsa-miR-132-3p"	1
"hsa-miR-132-3p"	10
"hsa-miR-132-3p"	1
NA	5
"hsa-miR-132-5p"	4
"hsa-miR-132-5p"	1
"hsa-miR-132-5p"	1
"hsa-miR-132-5p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	5
"hsa-miR-133a-3p"	3
"hsa-miR-133a-3p"	2
"hsa-miR-133a-3p"	3
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	5
"hsa-miR-133a-3p"	2
"hsa-miR-133a-3p"	6
"hsa-miR-133a-3p"	1
"hsa-miR-133a-3p"	1
"hsa-miR-133b"	1
"hsa-miR-133b"	2
"hsa-miR-133b"	1
"hsa-miR-133b"	1
"hsa-miR-134-5p"	1
"hsa-miR-134-5p"	1
"hsa-miR-134-5p"	2
"hsa-miR-134-5p"	8
"hsa-miR-134-5p"	161
"hsa-miR-134-5p"	139
"hsa-miR-134-5p"	235
"hsa-miR-1343-3p"	1
"hsa-miR-135a-5p"	1
"hsa-miR-135a-5p"	1
"hsa-miR-135b-3p"	3
"hsa-miR-135b-5p"	1
"hsa-miR-135b-5p"	1
"hsa-miR-135b-5p"	110
"hsa-miR-135b-5p"	1
"hsa-miR-135b-5p"	263
"hsa-miR-135b-5p"	29
"hsa-miR-135b-5p"	12
"hsa-miR-135b-5p"	1
"hsa-miR-136-5p"	1
"hsa-miR-136-5p"	9
"hsa-miR-136-5p"	1
"hsa-miR-136-5p"	4
"hsa-miR-136-5p"	69
"hsa-miR-136-5p"	29
"hsa-miR-136-5p"	14
"hsa-miR-136-5p"	1
"hsa-miR-136-3p"	2
"hsa-miR-136-3p"	8
"hsa-miR-136-3p"	2
"hsa-miR-136-3p"	24
"hsa-miR-136-3p"	1
"hsa-miR-136-3p"	1
"hsa-miR-137"	1
"hsa-miR-138-5p"	1
"hsa-miR-138-5p"	1
"hsa-miR-139-3p"	2
"hsa-miR-139-3p"	8
"hsa-miR-139-3p"	1
"hsa-miR-139-3p"	26
"hsa-miR-139-3p"	1
"hsa-miR-139-5p"	49
"hsa-miR-139-5p"	181
"hsa-miR-139-5p"	15
"hsa-miR-139-5p"	9
"hsa-miR-139-5p"	1
"hsa-miR-140-5p"	1
"hsa-miR-140-5p"	5
"hsa-miR-140-5p"	31
"hsa-miR-140-5p"	285
"hsa-miR-140-5p"	1
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	105
"hsa-miR-140-3p"	117
"hsa-miR-140-3p"	590
"hsa-miR-140-3p"	639
"hsa-miR-140-3p"	343
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	16
"hsa-miR-140-3p"	26
"hsa-miR-140-3p"	385
"hsa-miR-140-3p"	1556
"hsa-miR-140-3p"	1115
"hsa-miR-140-3p"	9
"hsa-miR-140-3p"	13
"hsa-miR-140-3p"	62
"hsa-miR-140-3p"	57
"hsa-miR-140-3p"	3
"hsa-miR-140-3p"	11
"hsa-miR-140-3p"	3
"hsa-miR-140-3p"	1
"hsa-miR-140-3p"	10
"hsa-miR-140-3p"	2
"hsa-miR-140-3p"	1
"hsa-miR-141-5p"	2
"hsa-miR-141-5p"	30
"hsa-miR-141-5p"	14
"hsa-miR-141-5p"	2
"hsa-miR-141-3p"	4
"hsa-miR-141-3p"	3
"hsa-miR-141-3p"	33
"hsa-miR-141-3p"	15
"hsa-miR-141-3p"	29
NA	1
"hsa-miR-142-3p"	8
"hsa-miR-142-3p"	41
"hsa-miR-142-3p"	2
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	12
"hsa-miR-142-3p"	2063
"hsa-miR-142-3p"	242
"hsa-miR-142-3p"	2
"hsa-miR-142-3p"	4
"hsa-miR-142-3p"	4027
"hsa-miR-142-3p"	798
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	193
"hsa-miR-142-3p"	47
"hsa-miR-142-3p"	1
"hsa-miR-142-3p"	3
